Comunidades y Ciudades Autónomas;Sexo;Sector económico;Situación profesional;Periodo;Total
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2006T2;2,9
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2006T1;2,9
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2005T4;3,2
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2005T3;3
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2005T2;2,8
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2005T1;3,4
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2004T4;0,9
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2004T3;1,9
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2004T2;2,4
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2004T1;2
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2003T4;2,2
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2003T3;2,1
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2003T2;2,3
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2003T1;2,4
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2002T4;2,1
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2002T3;2,1
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2002T2;1,9
12 Galicia;Hombres;Servicios;Ayuda en la empresa o negocio familiar;2002T1;2,2
12 Galicia;Hombres;Servicios;Asalariados;2008T4;259,1
12 Galicia;Hombres;Servicios;Asalariados;2008T3;260,9
12 Galicia;Hombres;Servicios;Asalariados;2008T2;256,2
12 Galicia;Hombres;Servicios;Asalariados;2008T1;257,1
12 Galicia;Hombres;Servicios;Asalariados;2007T4;248,7
12 Galicia;Hombres;Servicios;Asalariados;2007T3;266
12 Galicia;Hombres;Servicios;Asalariados;2007T2;259,7
12 Galicia;Hombres;Servicios;Asalariados;2007T1;249
12 Galicia;Hombres;Servicios;Asalariados;2006T4;247,2
12 Galicia;Hombres;Servicios;Asalariados;2006T3;250,7
12 Galicia;Hombres;Servicios;Asalariados;2006T2;251,7
12 Galicia;Hombres;Servicios;Asalariados;2006T1;248,5
12 Galicia;Hombres;Servicios;Asalariados;2005T4;241,3
12 Galicia;Hombres;Servicios;Asalariados;2005T3;248,1
12 Galicia;Hombres;Servicios;Asalariados;2005T2;240,6
12 Galicia;Hombres;Servicios;Asalariados;2005T1;248,7
12 Galicia;Hombres;Servicios;Asalariados;2004T4;234
12 Galicia;Hombres;Servicios;Asalariados;2004T3;229,8
12 Galicia;Hombres;Servicios;Asalariados;2004T2;230,4
12 Galicia;Hombres;Servicios;Asalariados;2004T1;227,5
12 Galicia;Hombres;Servicios;Asalariados;2003T4;228,4
12 Galicia;Hombres;Servicios;Asalariados;2003T3;231,2
12 Galicia;Hombres;Servicios;Asalariados;2003T2;225,3
12 Galicia;Hombres;Servicios;Asalariados;2003T1;216,2
12 Galicia;Hombres;Servicios;Asalariados;2002T4;211,3
12 Galicia;Hombres;Servicios;Asalariados;2002T3;209,9
12 Galicia;Hombres;Servicios;Asalariados;2002T2;200
12 Galicia;Hombres;Servicios;Asalariados;2002T1;194,6
12 Galicia;Hombres;Servicios;Otra situación ;2008T4;..
12 Galicia;Hombres;Servicios;Otra situación ;2008T3;..
12 Galicia;Hombres;Servicios;Otra situación ;2008T2;..
12 Galicia;Hombres;Servicios;Otra situación ;2008T1;..
12 Galicia;Hombres;Servicios;Otra situación ;2007T4;0,4
12 Galicia;Hombres;Servicios;Otra situación ;2007T3;..
12 Galicia;Hombres;Servicios;Otra situación ;2007T2;..
12 Galicia;Hombres;Servicios;Otra situación ;2007T1;..
12 Galicia;Hombres;Servicios;Otra situación ;2006T4;..
12 Galicia;Hombres;Servicios;Otra situación ;2006T3;..
12 Galicia;Hombres;Servicios;Otra situación ;2006T2;..
12 Galicia;Hombres;Servicios;Otra situación ;2006T1;0,2
12 Galicia;Hombres;Servicios;Otra situación ;2005T4;..
12 Galicia;Hombres;Servicios;Otra situación ;2005T3;..
12 Galicia;Hombres;Servicios;Otra situación ;2005T2;..
12 Galicia;Hombres;Servicios;Otra situación ;2005T1;..
12 Galicia;Hombres;Servicios;Otra situación ;2004T4;..
12 Galicia;Hombres;Servicios;Otra situación ;2004T3;1
12 Galicia;Hombres;Servicios;Otra situación ;2004T2;0,3
12 Galicia;Hombres;Servicios;Otra situación ;2004T1;0,9
12 Galicia;Hombres;Servicios;Otra situación ;2003T4;..
12 Galicia;Hombres;Servicios;Otra situación ;2003T3;..
12 Galicia;Hombres;Servicios;Otra situación ;2003T2;..
12 Galicia;Hombres;Servicios;Otra situación ;2003T1;..
12 Galicia;Hombres;Servicios;Otra situación ;2002T4;0,2
12 Galicia;Hombres;Servicios;Otra situación ;2002T3;0,4
12 Galicia;Hombres;Servicios;Otra situación ;2002T2;0,5
12 Galicia;Hombres;Servicios;Otra situación ;2002T1;0,1
12 Galicia;Mujeres;Total;Total;2008T4;536,8
12 Galicia;Mujeres;Total;Total;2008T3;538,7
12 Galicia;Mujeres;Total;Total;2008T2;523,2
12 Galicia;Mujeres;Total;Total;2008T1;516,9
12 Galicia;Mujeres;Total;Total;2007T4;516,3
12 Galicia;Mujeres;Total;Total;2007T3;537,6
12 Galicia;Mujeres;Total;Total;2007T2;518,2
12 Galicia;Mujeres;Total;Total;2007T1;496,6
12 Galicia;Mujeres;Total;Total;2006T4;507,6
12 Galicia;Mujeres;Total;Total;2006T3;524,3
12 Galicia;Mujeres;Total;Total;2006T2;494
12 Galicia;Mujeres;Total;Total;2006T1;493,1
12 Galicia;Mujeres;Total;Total;2005T4;488,4
12 Galicia;Mujeres;Total;Total;2005T3;487,4
12 Galicia;Mujeres;Total;Total;2005T2;467,8
12 Galicia;Mujeres;Total;Total;2005T1;464,9
12 Galicia;Mujeres;Total;Total;2004T4;463,7
12 Galicia;Mujeres;Total;Total;2004T3;450,5
12 Galicia;Mujeres;Total;Total;2004T2;437,7
12 Galicia;Mujeres;Total;Total;2004T1;437,9
12 Galicia;Mujeres;Total;Total;2003T4;437,4
12 Galicia;Mujeres;Total;Total;2003T3;440
12 Galicia;Mujeres;Total;Total;2003T2;435,9
12 Galicia;Mujeres;Total;Total;2003T1;424
12 Galicia;Mujeres;Total;Total;2002T4;422,1
12 Galicia;Mujeres;Total;Total;2002T3;416,8
12 Galicia;Mujeres;Total;Total;2002T2;411,8
12 Galicia;Mujeres;Total;Total;2002T1;410,2
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2008T4;105,4
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2008T3;104,7
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2008T2;106
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2008T1;102,7
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2007T4;101,5
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2007T3;101,9
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2007T2;104
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2007T1;102,2
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2006T4;104,7
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2006T3;111,9
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2006T2;103,3
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2006T1;103,6
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2005T4;97,5
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2005T3;98,6
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2005T2;96,2
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2005T1;96,9
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2004T4;96,7
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2004T3;95,8
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2004T2;99,8
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2004T1;98,2
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2003T4;98,8
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2003T3;100,2
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2003T2;99,2
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2003T1;97,8
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2002T4;94,8
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2002T3;91,4
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2002T2;94,1
12 Galicia;Mujeres;Total;Empresario o miembro de cooperativa;2002T1;96,8
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2008T4;8,1
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2008T3;9
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2008T2;10,1
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2008T1;10,9
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2007T4;12,1
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2007T3;11,6
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2007T2;11
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2007T1;13,6
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2006T4;14,6
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2006T3;14
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2006T2;15
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2006T1;14
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2005T4;17,1
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2005T3;17,4
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2005T2;21,3
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2005T1;29,6
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2004T4;24,4
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2004T3;24,4
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2004T2;22,2
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2004T1;22,5
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2003T4;20,2
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2003T3;21,8
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2003T2;20,6
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2003T1;20,4
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2002T4;22,9
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2002T3;23
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2002T2;25
12 Galicia;Mujeres;Total;Ayuda en la empresa o negocio familiar;2002T1;24,1
12 Galicia;Mujeres;Total;Asalariados;2008T4;422,4
12 Galicia;Mujeres;Total;Asalariados;2008T3;424,4
12 Galicia;Mujeres;Total;Asalariados;2008T2;406,8
12 Galicia;Mujeres;Total;Asalariados;2008T1;403
12 Galicia;Mujeres;Total;Asalariados;2007T4;402,3
12 Galicia;Mujeres;Total;Asalariados;2007T3;423,9
12 Galicia;Mujeres;Total;Asalariados;2007T2;403,1
12 Galicia;Mujeres;Total;Asalariados;2007T1;380,6
12 Galicia;Mujeres;Total;Asalariados;2006T4;388,1
12 Galicia;Mujeres;Total;Asalariados;2006T3;398,4
12 Galicia;Mujeres;Total;Asalariados;2006T2;375,7
12 Galicia;Mujeres;Total;Asalariados;2006T1;374,9
12 Galicia;Mujeres;Total;Asalariados;2005T4;373,2
12 Galicia;Mujeres;Total;Asalariados;2005T3;370,1
12 Galicia;Mujeres;Total;Asalariados;2005T2;348,8
12 Galicia;Mujeres;Total;Asalariados;2005T1;337,6
12 Galicia;Mujeres;Total;Asalariados;2004T4;341,5
12 Galicia;Mujeres;Total;Asalariados;2004T3;329,6
12 Galicia;Mujeres;Total;Asalariados;2004T2;315,8
12 Galicia;Mujeres;Total;Asalariados;2004T1;317,2
12 Galicia;Mujeres;Total;Asalariados;2003T4;318,5
12 Galicia;Mujeres;Total;Asalariados;2003T3;317,8
12 Galicia;Mujeres;Total;Asalariados;2003T2;315,6
12 Galicia;Mujeres;Total;Asalariados;2003T1;305,4
12 Galicia;Mujeres;Total;Asalariados;2002T4;304
12 Galicia;Mujeres;Total;Asalariados;2002T3;302,3
12 Galicia;Mujeres;Total;Asalariados;2002T2;292,1
12 Galicia;Mujeres;Total;Asalariados;2002T1;289,1
12 Galicia;Mujeres;Total;Otra situación ;2008T4;1
12 Galicia;Mujeres;Total;Otra situación ;2008T3;0,7
12 Galicia;Mujeres;Total;Otra situación ;2008T2;0,3
12 Galicia;Mujeres;Total;Otra situación ;2008T1;0,3
12 Galicia;Mujeres;Total;Otra situación ;2007T4;0,4
12 Galicia;Mujeres;Total;Otra situación ;2007T3;0,3
12 Galicia;Mujeres;Total;Otra situación ;2007T2;0,2
12 Galicia;Mujeres;Total;Otra situación ;2007T1;0,2
12 Galicia;Mujeres;Total;Otra situación ;2006T4;0,2
12 Galicia;Mujeres;Total;Otra situación ;2006T3;..
12 Galicia;Mujeres;Total;Otra situación ;2006T2;..
12 Galicia;Mujeres;Total;Otra situación ;2006T1;0,7
12 Galicia;Mujeres;Total;Otra situación ;2005T4;0,6
12 Galicia;Mujeres;Total;Otra situación ;2005T3;1,4
12 Galicia;Mujeres;Total;Otra situación ;2005T2;1,5
12 Galicia;Mujeres;Total;Otra situación ;2005T1;0,7
12 Galicia;Mujeres;Total;Otra situación ;2004T4;1,1
12 Galicia;Mujeres;Total;Otra situación ;2004T3;0,7
12 Galicia;Mujeres;Total;Otra situación ;2004T2;..
12 Galicia;Mujeres;Total;Otra situación ;2004T1;..
12 Galicia;Mujeres;Total;Otra situación ;2003T4;..
12 Galicia;Mujeres;Total;Otra situación ;2003T3;0,2
12 Galicia;Mujeres;Total;Otra situación ;2003T2;0,5
12 Galicia;Mujeres;Total;Otra situación ;2003T1;0,5
12 Galicia;Mujeres;Total;Otra situación ;2002T4;0,4
12 Galicia;Mujeres;Total;Otra situación ;2002T3;0,1
12 Galicia;Mujeres;Total;Otra situación ;2002T2;0,6
12 Galicia;Mujeres;Total;Otra situación ;2002T1;0,2
12 Galicia;Mujeres;Agricultura;Total;2008T4;36,1
12 Galicia;Mujeres;Agricultura;Total;2008T3;38
12 Galicia;Mujeres;Agricultura;Total;2008T2;38,6
12 Galicia;Mujeres;Agricultura;Total;2008T1;41,3
12 Galicia;Mujeres;Agricultura;Total;2007T4;39,5
12 Galicia;Mujeres;Agricultura;Total;2007T3;44,8
12 Galicia;Mujeres;Agricultura;Total;2007T2;44,1
12 Galicia;Mujeres;Agricultura;Total;2007T1;44,5
12 Galicia;Mujeres;Agricultura;Total;2006T4;49,9
12 Galicia;Mujeres;Agricultura;Total;2006T3;54,8
12 Galicia;Mujeres;Agricultura;Total;2006T2;51,8
12 Galicia;Mujeres;Agricultura;Total;2006T1;50
12 Galicia;Mujeres;Agricultura;Total;2005T4;49,8
12 Galicia;Mujeres;Agricultura;Total;2005T3;52,9
12 Galicia;Mujeres;Agricultura;Total;2005T2;53,5
12 Galicia;Mujeres;Agricultura;Total;2005T1;60,1
12 Galicia;Mujeres;Agricultura;Total;2004T4;60,9
12 Galicia;Mujeres;Agricultura;Total;2004T3;57,9
12 Galicia;Mujeres;Agricultura;Total;2004T2;60,4
12 Galicia;Mujeres;Agricultura;Total;2004T1;59,7
12 Galicia;Mujeres;Agricultura;Total;2003T4;61,8
12 Galicia;Mujeres;Agricultura;Total;2003T3;63,7
12 Galicia;Mujeres;Agricultura;Total;2003T2;62,8
12 Galicia;Mujeres;Agricultura;Total;2003T1;64,4
12 Galicia;Mujeres;Agricultura;Total;2002T4;62,7
12 Galicia;Mujeres;Agricultura;Total;2002T3;58,9
12 Galicia;Mujeres;Agricultura;Total;2002T2;59,2
12 Galicia;Mujeres;Agricultura;Total;2002T1;60,7
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2008T4;28,1
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2008T3;29,6
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2008T2;30,9
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2008T1;32,9
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2007T4;32,2
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2007T3;35,9
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2007T2;34,8
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2007T1;33,3
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2006T4;38,8
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2006T3;42,9
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2006T2;39,2
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2006T1;36,9
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2005T4;38
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2005T3;39,7
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2005T2;38
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2005T1;41,2
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2004T4;40,3
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2004T3;38,1
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2004T2;41,1
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2004T1;40,3
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2003T4;41,9
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2003T3;43,3
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2003T2;42,5
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2003T1;44,6
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2002T4;43,5
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2002T3;40,8
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2002T2;41,1
12 Galicia;Mujeres;Agricultura;Empresario o miembro de cooperativa;2002T1;41,7
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2008T4;3,5
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2008T3;4,5
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2008T2;3,9
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2008T1;4,2
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2007T4;2,8
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2007T3;4,3
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2007T2;4,9
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2007T1;6,4
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2006T4;6,8
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2006T3;6,2
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2006T2;6,7
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2006T1;7,7
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2005T4;9,2
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2005T3;9,8
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2005T2;10,5
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2005T1;15
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2004T4;16,4
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2004T3;16,8
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2004T2;15,1
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2004T1;16
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2003T4;14,7
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2003T3;15,3
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2003T2;14,4
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2003T1;14,4
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2002T4;15,4
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2002T3;14,8
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2002T2;15,2
12 Galicia;Mujeres;Agricultura;Ayuda en la empresa o negocio familiar;2002T1;15,5
12 Galicia;Mujeres;Agricultura;Asalariados;2008T4;4,1
12 Galicia;Mujeres;Agricultura;Asalariados;2008T3;4
12 Galicia;Mujeres;Agricultura;Asalariados;2008T2;3,7
12 Galicia;Mujeres;Agricultura;Asalariados;2008T1;4,1
12 Galicia;Mujeres;Agricultura;Asalariados;2007T4;4,3
12 Galicia;Mujeres;Agricultura;Asalariados;2007T3;4,4
12 Galicia;Mujeres;Agricultura;Asalariados;2007T2;4,4
12 Galicia;Mujeres;Agricultura;Asalariados;2007T1;4,6
12 Galicia;Mujeres;Agricultura;Asalariados;2006T4;4,1
12 Galicia;Mujeres;Agricultura;Asalariados;2006T3;5,7
12 Galicia;Mujeres;Agricultura;Asalariados;2006T2;6
12 Galicia;Mujeres;Agricultura;Asalariados;2006T1;5,4
12 Galicia;Mujeres;Agricultura;Asalariados;2005T4;2,3
12 Galicia;Mujeres;Agricultura;Asalariados;2005T3;2,5
12 Galicia;Mujeres;Agricultura;Asalariados;2005T2;3,5
12 Galicia;Mujeres;Agricultura;Asalariados;2005T1;3,6
12 Galicia;Mujeres;Agricultura;Asalariados;2004T4;3,8
12 Galicia;Mujeres;Agricultura;Asalariados;2004T3;2,9
12 Galicia;Mujeres;Agricultura;Asalariados;2004T2;4,3
12 Galicia;Mujeres;Agricultura;Asalariados;2004T1;3,5
12 Galicia;Mujeres;Agricultura;Asalariados;2003T4;5,1
12 Galicia;Mujeres;Agricultura;Asalariados;2003T3;4,9
12 Galicia;Mujeres;Agricultura;Asalariados;2003T2;5,7
12 Galicia;Mujeres;Agricultura;Asalariados;2003T1;5,4
12 Galicia;Mujeres;Agricultura;Asalariados;2002T4;3,6
12 Galicia;Mujeres;Agricultura;Asalariados;2002T3;3,3
12 Galicia;Mujeres;Agricultura;Asalariados;2002T2;2,9
12 Galicia;Mujeres;Agricultura;Asalariados;2002T1;3,3
12 Galicia;Mujeres;Agricultura;Otra situación ;2008T4;0,3
12 Galicia;Mujeres;Agricultura;Otra situación ;2008T3;..
12 Galicia;Mujeres;Agricultura;Otra situación ;2008T2;0,1
12 Galicia;Mujeres;Agricultura;Otra situación ;2008T1;0,1
12 Galicia;Mujeres;Agricultura;Otra situación ;2007T4;0,3
12 Galicia;Mujeres;Agricultura;Otra situación ;2007T3;0,1
12 Galicia;Mujeres;Agricultura;Otra situación ;2007T2;..
12 Galicia;Mujeres;Agricultura;Otra situación ;2007T1;0,2
12 Galicia;Mujeres;Agricultura;Otra situación ;2006T4;0,2
12 Galicia;Mujeres;Agricultura;Otra situación ;2006T3;..
12 Galicia;Mujeres;Agricultura;Otra situación ;2006T2;..
12 Galicia;Mujeres;Agricultura;Otra situación ;2006T1;..
12 Galicia;Mujeres;Agricultura;Otra situación ;2005T4;0,2
12 Galicia;Mujeres;Agricultura;Otra situación ;2005T3;1
12 Galicia;Mujeres;Agricultura;Otra situación ;2005T2;1,5
12 Galicia;Mujeres;Agricultura;Otra situación ;2005T1;0,3
12 Galicia;Mujeres;Agricultura;Otra situación ;2004T4;0,5
12 Galicia;Mujeres;Agricultura;Otra situación ;2004T3;0,1
12 Galicia;Mujeres;Agricultura;Otra situación ;2004T2;..
12 Galicia;Mujeres;Agricultura;Otra situación ;2004T1;..
12 Galicia;Mujeres;Agricultura;Otra situación ;2003T4;..
12 Galicia;Mujeres;Agricultura;Otra situación ;2003T3;0,2
12 Galicia;Mujeres;Agricultura;Otra situación ;2003T2;0,2
12 Galicia;Mujeres;Agricultura;Otra situación ;2003T1;..
12 Galicia;Mujeres;Agricultura;Otra situación ;2002T4;0,2
12 Galicia;Mujeres;Agricultura;Otra situación ;2002T3;..
12 Galicia;Mujeres;Agricultura;Otra situación ;2002T2;..
12 Galicia;Mujeres;Agricultura;Otra situación ;2002T1;0,2
12 Galicia;Mujeres;Industria;Total;2008T4;61,5
12 Galicia;Mujeres;Industria;Total;2008T3;65,7
12 Galicia;Mujeres;Industria;Total;2008T2;64,1
12 Galicia;Mujeres;Industria;Total;2008T1;65,8
12 Galicia;Mujeres;Industria;Total;2007T4;63,9
12 Galicia;Mujeres;Industria;Total;2007T3;65,7
12 Galicia;Mujeres;Industria;Total;2007T2;58
12 Galicia;Mujeres;Industria;Total;2007T1;62,7
12 Galicia;Mujeres;Industria;Total;2006T4;65,1
12 Galicia;Mujeres;Industria;Total;2006T3;61,1
12 Galicia;Mujeres;Industria;Total;2006T2;61,9
12 Galicia;Mujeres;Industria;Total;2006T1;58,9
12 Galicia;Mujeres;Industria;Total;2005T4;64,8
12 Galicia;Mujeres;Industria;Total;2005T3;64
12 Galicia;Mujeres;Industria;Total;2005T2;65,1
12 Galicia;Mujeres;Industria;Total;2005T1;67,2
12 Galicia;Mujeres;Industria;Total;2004T4;64
12 Galicia;Mujeres;Industria;Total;2004T3;57
12 Galicia;Mujeres;Industria;Total;2004T2;56,1
12 Galicia;Mujeres;Industria;Total;2004T1;55,1
12 Galicia;Mujeres;Industria;Total;2003T4;54
12 Galicia;Mujeres;Industria;Total;2003T3;56,6
12 Galicia;Mujeres;Industria;Total;2003T2;55,4
12 Galicia;Mujeres;Industria;Total;2003T1;56,9
12 Galicia;Mujeres;Industria;Total;2002T4;61,7
12 Galicia;Mujeres;Industria;Total;2002T3;64,7
12 Galicia;Mujeres;Industria;Total;2002T2;64,4
12 Galicia;Mujeres;Industria;Total;2002T1;61,6
12 Galicia;Mujeres;Industria;Empresario o miembro de cooperativa;2008T4;6,1
12 Galicia;Mujeres;Industria;Empresario o miembro de cooperativa;2008T3;6
12 Galicia;Mujeres;Industria;Empresario o miembro de cooperativa;2008T2;5,7
12 Galicia;Mujeres;Industria;Empresario o miembro de cooperativa;2008T1;6,4
12 Galicia;Mujeres;Industria;Empresario o miembro de cooperativa;2007T4;6
12 Galicia;Mujeres;Industria;Empresario o miembro de cooperativa;2007T3;7,2
12 Galicia;Mujeres;Industria;Empresario o miembro de cooperativa;2007T2;6,1
12 Galicia;Mujeres;Industria;Empresario o miembro de cooperativa;2007T1;7,9
12 Galicia;Mujeres;Industria;Empresario o miembro de cooperativa;2006T4;7
12 Galicia;Mujeres;Industria;Empresario o miembro de cooperativa;2006T3;7,3
12 Galicia;Mujeres;Industria;Empresario o miembro de cooperativa;2006T2;8,3
12 Galicia;Mujeres;Industria;Empresario o miembro de cooperativa;2006T1;7,3
