DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200708689,04/28/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1030,07,Wilshire,0745,1,330,BURGLARY FROM VEHICLE,1822 1300 1307 0344,52,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,5600    WILSHIRE                     BL,,34.0624,-118.3504
200204175,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2315,02,Rampart,0257,2,624,BATTERY - SIMPLE ASSAULT,1266 1822 0416 1601,23,M,H,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1200    WILSHIRE                     BL,,34.053,-118.2648
200918366,12/12/2020 12:00:00 AM,12/12/2020 12:00:00 AM,0015,09,Van Nuys,0914,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 1402 0906 0311 0371 1414 1822,68,M,O,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,998,,,14600    VANOWEN                      ST,,34.1976,-118.4574
201014283,10/21/2020 12:00:00 AM,10/08/2020 12:00:00 AM,1330,10,West Valley,1004,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1606 1420 1202 1300 1309,66,M,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,7700    RESEDA                       BL,,34.2102,-118.5361
200204178,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1730,02,Rampart,0256,1,330,BURGLARY FROM VEHICLE,1605 0344,59,F,W,403,DRUG STORE,,,IC,Invest Cont,330,,,,1700 W  6TH                          ST,,34.0573,-118.2699
201111404,07/14/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1630,11,Northeast,1162,1,450,THEFT FROM PERSON - ATTEMPT,0355,14,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,450,,,,1100 N  VERMONT                      AV,,34.0909,-118.2917
200204188,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2030,02,Rampart,0237,1,330,BURGLARY FROM VEHICLE,0344 0329 1602,37,M,H,101,STREET,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,330,,,,1600    COURT                        ST,,34.0668,-118.2622
200204195,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1235,02,Rampart,0265,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,2000 W  7TH                          ST,,34.0559,-118.2756
200204196,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,0030,02,Rampart,0217,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,44,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1700    CLINTON                      ST,,34.0721,-118.262
200204197,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2200,02,Rampart,0237,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,25,H,F,103,ALLEY,,,IC,Invest Cont,740,,,,1600 W  2ND                          ST,,34.0613,-118.2638
200204198,01/03/2020 12:00:00 AM,01/01/2020 12:00:00 AM,0105,02,Rampart,0257,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37,F,K,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,440,,,,1300    SHATTO                       ST,,34.0546,-118.2661
200204199,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,0005,02,Rampart,0249,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329,39,M,H,101,STREET,,,IC,Invest Cont,330,,,,400 S  BIXEL                        ST,,34.0567,-118.2603
200708936,05/05/2020 12:00:00 AM,05/04/2020 12:00:00 AM,0920,07,Wilshire,0701,2,354,THEFT OF IDENTITY,0930 0929,35,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 N  HAYWORTH                     AV,,34.0838,-118.3627
201904146,01/04/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2230,19,Mission,1999,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,56,M,W,101,STREET,,,IC,Invest Cont,331,,,,7900    WOODMAN                      AV,,34.2145,-118.4311
200204207,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1430,02,Rampart,0257,1,761,BRANDISH WEAPON,0432 0334 0443 1817 0913,54,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AO,Adult Other,761,930,,,400    UNION                        DR,,34.0592,-118.2674
200204208,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1315,02,Rampart,0279,1,330,BURGLARY FROM VEHICLE,0344 0377 1609 1307 0329,23,F,H,101,STREET,,,IC,Invest Cont,330,,,,1500 W  OLYMPIC                      BL,,34.0484,-118.2724
200204209,01/05/2020 12:00:00 AM,01/01/2020 12:00:00 AM,0700,02,Rampart,0219,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,27,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,800 E  EDGEWARE                     RD,,34.0689,-118.2532
200204210,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1900,02,Rampart,0235,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 0202,0,X,X,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,740,,,,2300    BEVERLY                      BL,,34.0678,-118.2728
200204444,01/09/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1700,02,Rampart,0237,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,200    LUCAS                        AV,,34.0609,-118.26
200204211,01/05/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1100,02,Rampart,0249,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0603 0361 1822 2032,33,F,W,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,,600    SAINT PAUL                   AV,,34.0535,-118.2609
211822131,12/28/2021 12:00:00 AM,07/15/2020 12:00:00 AM,2355,18,Southeast,1849,2,354,THEFT OF IDENTITY,1822 0922,30,F,B,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,2000 E  114TH                        ST,,33.9315,-118.2363
200204217,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,0140,02,Rampart,0212,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1268 1218 0416 0334 1822 0445,41,M,W,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,,,,TEMPLE,VIRGIL,34.0765,-118.2868
200204220,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,0430,02,Rampart,0246,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1266 0910 0334 0443 0356 2004 1822 2048,35,M,B,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,205,KITCHEN KNIFE,AA,Adult Arrest,230,998,,,600 S  ALVARADO                     ST,,34.0596,-118.2749
200204221,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1740,02,Rampart,0212,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0445 0432 2001,20,M,X,102,SIDEWALK,302,BLUNT INSTRUMENT,IC,Invest Cont,230,,,,600 N  WESTMORELAND                 AV,,34.0818,-118.288
200204222,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,0519,02,Rampart,0256,1,310,BURGLARY,1822 0344 1601 0216,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,600 S  UNION                        AV,,34.0565,-118.2724
200204223,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1500,02,Rampart,0231,2,237,CHILD NEGLECT (SEE 300 W.I.C.),,0,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,237,,,,100 N  OCCIDENTAL                   BL,,34.0721,-118.2818
200409309,05/28/2020 12:00:00 AM,05/07/2020 12:00:00 AM,2300,04,Hollenbeck,0448,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1400 N  INDIANA                      ST,,34.0591,-118.1965
200204540,01/11/2020 12:00:00 AM,01/07/2020 12:00:00 AM,0020,02,Rampart,0265,1,310,BURGLARY,0344 1601,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,2100    JAMES M WOOD                 BL,,34.0547,-118.2772
200204588,01/12/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1800,02,Rampart,0261,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1609,46,F,A,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,700 S  CORONADO                     ST,,34.0589,-118.2821
200204226,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2330,02,Rampart,0261,2,860,BATTERY WITH SEXUAL CONTACT,1309 1206 2002 0522 1601 0913 1817,20,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,700 S  CORONADO                     ST,,34.0589,-118.2821
200204227,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,0730,02,Rampart,0231,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0553 2003 0421 0334 0444 0602 0913,58,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230,,,,100 S  RENO                         ST,,34.0714,-118.2813
200204233,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1230,02,Rampart,0292,1,480,BIKE - STOLEN,1251 0344,25,M,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,1200 W  20TH                         ST,,34.038,-118.2837
200204234,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1335,02,Rampart,0239,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0919 1300 0334 1309 0302 0216 1822,42,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,1ST                          ST,BEAUDRY,34.0591,-118.2542
200204252,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,0800,02,Rampart,0295,1,330,BURGLARY FROM VEHICLE,0352 0344 1609 1307 0329,26,M,W,101,STREET,,,IC,Invest Cont,330,,,,1800 W  PICO                         BL,,34.0456,-118.2789
200204253,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2000,02,Rampart,0201,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,49,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,4900    ROMAINE                      ST,,34.0886,-118.2979
210815935,11/01/2021 12:00:00 AM,02/01/2020 12:00:00 AM,2300,08,West LA,0813,1,121,"RAPE, FORCIBLE",0500,14,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,121,,,,11900 W  SUNSET                       BL,,34.0738,-118.4768
200711610,07/14/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1430,07,Wilshire,0721,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0378,29,M,B,406,OTHER STORE,,,IC,Invest Cont,341,,,,8500    BEVERLY                      BL,,34.0761,-118.3772
200204259,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1015,02,Rampart,0248,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1906,33,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,300    LOMA                         DR,,34.0599,-118.2655
200204260,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,0800,02,Rampart,0269,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,33,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,700 S  BIXEL                        ST,,34.0509,-118.2642
200204261,01/06/2020 12:00:00 AM,01/02/2020 12:00:00 AM,0930,02,Rampart,0233,2,354,THEFT OF IDENTITY,1822 1210 0930 0100,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 S  LA FAYETTE PARK              PL,,34.0692,-118.2792
200619489,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,0300,06,Hollywood,0668,1,761,BRANDISH WEAPON,0450 0913 1100 0334 1407 0603 0421 0353,51,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AA,Adult Arrest,753,761,930,998,5600    FERNWOOD                     AV,,34.0958,-118.311
200204267,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1730,02,Rampart,0218,1,310,BURGLARY,1202 1822 1602,72,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1000 W  KENSINGTON                   RD,,34.0737,-118.2571
200204271,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,0425,02,Rampart,0237,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0342 0325 0344,0,X,X,401,MINI-MART,,,IC,Invest Cont,442,,,,1400 W  3RD                          ST,,34.0621,-118.2619
200204274,01/07/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1800,02,Rampart,0203,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385,43,M,W,101,STREET,,,IC,Invest Cont,420,,,,MADISON                      AV,MELROSE                      AV,34.0836,-118.2892
200614630,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1500,06,Hollywood,0625,2,888,TRESPASSING,1822 1202 1300 1309,82,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,888,,,,6900    LOS TILOS                    RD,,34.1091,-118.3431
210219390,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,1120,02,Rampart,0241,2,624,BATTERY - SIMPLE ASSAULT,0913 0361 0400 0447,54,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,300 S  RENO                         ST,,34.0667,-118.2843
201207317,02/16/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1600,12,77th Street,1266,1,310,BURGLARY,1603 0344 1202,61,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,900 W  79TH                         ST,,33.9678,-118.2893
200204279,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,0300,02,Rampart,0246,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0202 0910 1822,19,F,W,108,PARKING LOT,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230,,,,WESTLAKE,WILSHIRE                     BL,34.0574,-118.2747
201109063,05/06/2020 12:00:00 AM,05/05/2020 12:00:00 AM,0240,11,Northeast,1129,1,520,VEHICLE - ATTEMPT STOLEN,1612 1300,56,M,W,101,STREET,,,IC,Invest Cont,520,,,,CRESCENT                     ST,AVENUE 65,34.1164,-118.1776
200204288,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1220,02,Rampart,0212,1,210,ROBBERY,0202 0216 0334 0344 0355 0432 1218 1221 2004 1822,22,M,H,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210,,,,OAKWOOD,MADISON,34.0777,-118.2892
200204300,01/07/2020 12:00:00 AM,01/05/2020 12:00:00 AM,0900,02,Rampart,0285,2,940,EXTORTION,0337,17,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,1200 S  BONNIE BRAE                  ST,,34.0477,-118.2794
200204303,01/06/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1730,02,Rampart,0245,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,2400 W  4TH                          ST,,34.064,-118.2766
200204309,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1325,02,Rampart,0247,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0444 0305 0319 0431 1822,37,F,H,102,SIDEWALK,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,6TH                          ST,UNION                        AV,34.0579,-118.2711
200204310,01/07/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1200,02,Rampart,0257,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,44,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,500 S  UNION                        AV,,34.0586,-118.2691
200204311,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1520,02,Rampart,0203,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2004,19,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,745,,,,800 N  VIRGIL                       AV,,34.0856,-118.2868
200204580,01/13/2020 12:00:00 AM,01/12/2020 12:00:00 AM,2100,02,Rampart,0275,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,900 S  ALVARADO                     ST,,34.0534,-118.2788
210708670,05/11/2021 12:00:00 AM,01/01/2020 12:00:00 AM,0001,07,Wilshire,0775,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0556 0522 0500 0400,13,F,H,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,1700 S  LONGWOOD                     AV,,34.0437,-118.344
200204318,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1200,02,Rampart,0205,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,LONDON,BELLEVUE,34.0804,-118.275
200204319,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1720,02,Rampart,0251,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1202 2034 1822,62,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,400 S  RAMPART                      BL,,34.0649,-118.2797
200204322,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2200,02,Rampart,0271,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2100    JAMES M WOOD                 BL,,34.0534,-118.2788
200204323,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1855,02,Rampart,0266,1,220,ATTEMPTED ROBBERY,0906 0334 0337 2004 1822 0449 0359 0387 0104 1402,41,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,220,998,,,BONNIE BRAE,8TH                          ST,34.0539,-118.2756
200204326,01/07/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2145,02,Rampart,0245,1,210,ROBBERY,0344 0352 0342 0432 0370 0448 0355 0443 1822,51,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,LAKE                         ST,3RD                          ST,34.0629,-118.2741
200204327,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1751,02,Rampart,0231,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0104 1307 0202 1822,0,X,X,401,MINI-MART,308,STICK,IC,Invest Cont,740,,,,3100    BEVERLY                      BL,,34.0719,-118.2822
212110818,06/23/2021 12:00:00 AM,05/11/2020 12:00:00 AM,1200,21,Topanga,2105,2,354,THEFT OF IDENTITY,0928 1822,27,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,354,,,,21500    SCHOENBORN                   ST,,34.2209,-118.5989
200204329,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1800,02,Rampart,0231,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 N  RENO                         ST,,34.0714,-118.2813
200204331,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1540,02,Rampart,0247,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,25,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,740,,,,400 S  UNION                        AV,,34.0596,-118.2701
200309179,03/29/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1800,03,Southwest,0361,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4000    URSULA                       AV,,34.0149,-118.3524
200204334,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1600,02,Rampart,0236,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,47,M,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740,,,,200 S  BURLINGTON                   AV,,34.063,-118.2679
200204336,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1350,02,Rampart,0246,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2034 0416 1822,25,F,H,710,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,WILSHIRE                     BL,WESTLAKE,34.0574,-118.2747
200204337,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1350,02,Rampart,0246,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 2034 1822,82,X,X,710,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,WILSHIRE                     BL,WESTLAKE,34.0574,-118.2747
201418860,10/17/2020 12:00:00 AM,10/16/2020 12:00:00 AM,1030,14,Pacific,1474,2,940,EXTORTION,0443 0940 1822,20,M,H,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,AA,Adult Arrest,940,,,,00    LMU                          DR,,33.9666,-118.4236
210104011,12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,1900,01,Central,0192,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0319 0421 0334 0913 0361 0416 2004 1218,61,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",304,CLUB/BAT,AA,Adult Arrest,230,,,,1600 S  HOPE                         ST,,34.036,-118.268
220204234,01/05/2022 12:00:00 AM,12/20/2020 12:00:00 AM,0815,02,Rampart,0269,2,354,THEFT OF IDENTITY,0100 0930,58,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700    WITMER                       ST,,34.0524,-118.2678
200204360,01/08/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1730,02,Rampart,0202,1,310,BURGLARY,0342 0216 1602 0344 0352,19,X,X,216,SWAP MEET,,,IC,Invest Cont,310,,,,4600    SANTA MONICA                 BL,,34.0909,-118.2893
200204361,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1020,02,Rampart,0201,2,624,BATTERY - SIMPLE ASSAULT,0416 2004 1822,53,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,NORMAL                       AV,VERMONT                      AV,34.0873,-118.296
200204363,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,0345,02,Rampart,0245,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,61,M,W,503,HOTEL,,,IC,Invest Cont,740,,,,600 S  PARK VIEW                    ST,,34.0612,-118.2785
200204364,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2100,02,Rampart,0237,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,27,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,300    BELMONT                      AV,,34.0669,-118.2632
200206982,02/27/2020 12:00:00 AM,02/27/2020 12:00:00 AM,2040,02,Rampart,0237,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0447 0340 0913,25,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626,,,,BEVERLY,BELMONT,34.0634,-118.263
200204373,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1645,02,Rampart,0261,1,210,ROBBERY,0906 1822 1020 0344 0359 0416 0446 0429 0417 0420,18,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,LAKE,8TH,34.0554,-118.2789
200204374,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1830,02,Rampart,0269,1,210,ROBBERY,1822 0342 0216 0334 0355 0420 0305 0448 0344,27,M,H,102,SIDEWALK,204,FOLDING KNIFE,IC,Invest Cont,210,,,,8TH,VALENCIA,34.0515,-118.2704
200204375,01/08/2020 12:00:00 AM,01/08/2020 12:00:00 AM,1400,02,Rampart,0204,1,761,BRANDISH WEAPON,1822 0334 0432,58,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,761,,,,1300    MICHELTORENA                 ST,,34.0857,-118.2812
200912840,07/28/2020 12:00:00 AM,07/27/2020 12:00:00 AM,1700,09,Van Nuys,0901,1,330,BURGLARY FROM VEHICLE,0344,31,F,H,101,STREET,,,IC,Invest Cont,330,,,,7500 N  SEPULVEDA                    BL,,34.2085,-118.4698
200205286,01/27/2020 12:00:00 AM,01/26/2020 12:00:00 AM,2000,02,Rampart,0241,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400 S  OCCIDENTAL                   BL,,34.0665,-118.2828
200204482,01/10/2020 12:00:00 AM,01/09/2020 12:00:00 AM,2225,02,Rampart,0218,1,310,BURGLARY,0325 1822 0216 1601,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1500 W  SUNSET                       BL,,34.0759,-118.2553
